JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
L,2003-01-28,SEMARANG,Cilacap Tengah,Bersama orang tua,Sepeda,SMP / sederajat,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",D3,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2004-11-14,SEMARANG,Mijen,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2006-05-26,Semarang,Ngaliyan,Bersama orang tua,Ojek,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,1998-07-08,TEGAL,Balapulang,Panti asuhan,Sepeda motor,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1995-12-18,SEMARANG,Semarang,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-04-04,SEMARANG,Gunung Pati,Asrama,Jalan kaki,Putus SD,Pensiunan,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-07-02,Kendal,Kaliwungu,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-09-28,KENDAL,Boja,Asrama,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-07-07,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-12-18,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,Putus SD,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-03-06,DEMAK,Bonang,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-09-10,KENDAL,Boja,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-04-30,SEMARANG,Bergas,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-12-21,BEKASI,Cakung,Bersama orang tua,Jalan kaki,SMA / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1996-06-24,KENDAL,Patean,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-05-21,CIREBON,Plumbon,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Dikeluarkan
L,1997-08-30,BREBES,Pedurungan,Asrama,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-07-11,DEMAK,Nabire,Rumah Tinggal,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Dikeluarkan
L,2004-07-11,DEMAK,Nabire,Bersama orang tua,Angkutan umum/bus/pete-pete,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",D3,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-03-02,Semarang,Ungaran Timur,Bersama orang tua,Mobil/bus antar jemput,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2003-07-05,KENDAL,Gajah Mungkur,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-04-18,Kendal,Singorojo,Asrama,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-07-28,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-12-24,SEMARANG,Mijen,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-12-11,KENDAL,Singorojo,Bersama orang tua,Jalan kaki,SD / sederajat,Sudah Meninggal,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-08-20,KENDAL,Boja,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-09-02,KENDAL,Pasigitan,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-04-17,SEMARANG,Ngaliyan,Rumah Tinggal,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,"Kurang dari Rp. 500,000",Lulus
L,2005-04-03,KENDAL,Sijeruk,Bersama orang tua,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SD / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1998-12-05,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,Putus SD,Petani,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2005-01-18,Semarang,Karangjati,Bersama orang tua,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2005-05-02,SEMARANG,Pakintelan,Pesantren,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Tidak sekolah,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2005-09-24,Semarang,Podorejo,Pesantren,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Putus SD,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2005-05-25,Semarang,Kalisidi,Bersama orang tua,Ojek,SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1999-05-01,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-11-26,Kendal,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1995-08-25,PURWOREJO,Bener,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-04-01,PEMALANG,Bantarbolang,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-12-13,KENDAL,Kaliwungu Selatan,Asrama,Jalan kaki,Tidak sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2005-07-14,Semarang,Gunung Pati,Bersama orang tua,Angkutan umum/bus/pete-pete,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2002-06-18,(Tidak Diisi),Arut Utara,Rumah Tinggal,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Tidak bekerja,"Kurang dari Rp. 500,000",Mutasi
L,2002-12-11,SEMARANG,Semarang Utara,Asrama,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-10-01,SEMARANG,Tembalang,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
L,1999-10-01,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2004-08-19,KENDAL,Singorojo,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-03-23,DEMAK,Mranggen,Asrama,Jalan kaki,SMA / sederajat,Pensiunan,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-01-13,KENDAL,Cening,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Kurang dari Rp. 500,000",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1998-01-12,KENDAL,Mijen,Bersama orang tua,Sepeda motor,SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-06-15,GROBOGAN,Penawangan,Asrama,Jalan kaki,SD / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1997-01-22,Semarang,Mijen,Asrama,Jalan kaki,Tidak sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-01-08,Kendal,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-08-02,KENDAL,Cening,Bersama orang tua,Jalan kaki,Tidak sekolah,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-01-22,Semarang,Semarang Utara,Bersama orang tua,Jalan kaki,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2000-01-03,SEMARANG,Ungaran Barat,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-09-02,KENDAL,Limbangan,Bersama orang tua,Angkutan umum/bus/pete-pete,SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1996-11-18,KENDAL,Limbangan,Asrama,Jalan kaki,Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-09-20,kendal,Boja,Bersama orang tua,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1995-05-18,SEMARANG,Bandungan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-12-18,KENDAL,Limbangan,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-03-26,DEMAK,Karang Tengah,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-02-18,KENDAL,Singorojo,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-04-17,KENDAL,Boja,Pesantren,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-01-03,KENDAL,Kaliwungu,Asrama,Jalan kaki,SMA / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Tidak sekolah,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-11-08,SEMARANG,Ungaran Barat,Bersama orang tua,Sepeda motor,SMA / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1998-12-25,KENDAL,Kendal,Lainnya,Lainnya,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1998-07-05,(Tidak Diisi),Kebonagung,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1997-07-24,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-04-17,DEMAK,Kebonbatur,Pesantren,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-10-28,DEMAK,Bonang,Asrama,Jalan kaki,SD / sederajat,Nelayan,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-09-08,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1996-08-08,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-06-16,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Peternak,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2000-03-08,Kendal,Boja,Asrama,Jalan kaki,Tidak sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1997-07-17,KENDAL,Limbangan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-08-21,SEMARANG,Gunung Pati,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-02-01,KENDAL,Singorojo,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,2006-02-08,KENDAL,Pakis,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2004-10-03,Semarang,Tugu,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1999-05-12,(Tidak Diisi),Boja,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2007-12-15,Semarang,Polaman,Bersama orang tua,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,2001-06-15,TEGAL,Warureja,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Kurang dari Rp. 500,000",Lulus
L,2003-11-19,CILACAP,Kesugihan,Bersama orang tua,Sepeda,SMA / sederajat,Petani,"Kurang dari Rp. 500,000",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2003-08-29,SEMARANG,Ungaran Timur,Bersama orang tua,Angkutan umum/bus/pete-pete,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",D2,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2004-08-29,KENDAL,Limbangan,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1997-04-23,SEMARANG,Mijen,Asrama,Jalan kaki,SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-05-10,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-07-26,KENDAL,Kota Kendal,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1998-03-09,WONOSOBO,Kejajar,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-02-23,Semarang,Limbangan,Asrama,Jalan kaki,SMA / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2006-02-11,Semarang,Jambu,Bersama orang tua,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Lainnya,Tidak Berpenghasilan,Mutasi
L,2005-05-01,KENDAL,Kaliputih,Bersama orang tua,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",SD / sederajat,Pedagang Kecil,"Kurang dari Rp. 500,000",Lulus
L,2002-10-05,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2006-03-29,KUDUS,Dawe,Bersama orang tua,Angkutan umum/bus/pete-pete,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2002-07-25,SEMARANG,Pedurungan Kidul,Bersama orang tua,Sepeda,SD / sederajat,Tidak dapat diterapkan,Tidak Berpenghasilan,S2,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
L,2001-03-09,SEMARANG,Pedurungan,Bersama orang tua,Angkutan umum/bus/pete-pete,Putus SD,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Putus SD,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-06-02,KENDAL,Mijen,Bersama orang tua,Sepeda motor,Tidak sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-02-07,Kendal,Limbangan,Bersama orang tua,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-05-14,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-01-26,KENDAL,Boja,Asrama,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Pedagang Besar,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-10-18,SEMARANG,Semarang Barat,Bersama orang tua,Sepeda motor,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2000-09-30,Semarang,Ungaran Timur,Asrama,Jalan kaki,S1,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-06-17,KENDAL,Merbuh,Bersama orang tua,Jalan kaki,SD / sederajat,Wiraswasta,"Kurang dari Rp. 500,000",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,2000-11-24,(Tidak Diisi),Sayung,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Lainnya,"Kurang dari Rp. 500,000",Mutasi
L,2004-02-08,SEMARANG,Bandungan,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",D3,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1999-12-25,SEMARANG,Ungaran Barat,Asrama,Jalan kaki,SMA / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-03-27,Jakarta,Tuntang,Bersama orang tua,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-02-01,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-06-17,KENDAL,Boja,Asrama,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-09-20,KENDAL,Cepiring,Asrama,Jalan kaki,SD / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-03-04,KENDAL,Patebon,Pesantren,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-10-02,PALANGKA RAYA,Maliku,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Tidak bekerja,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-10-28,SEMARANG,Mijen,Asrama,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-12-30,Magelang,Nanggewer,Bersama orang tua,Sepeda motor,S1,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",S1,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,2003-10-14,SEMARANG,Bandungan,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2001-06-04,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-07-11,Semarang,Ungaran Timur,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-10-22,KENDAL,Patebon,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-07-25,KENDAL,Singorojo,Asrama,Jalan kaki,Tidak sekolah,Petani,"Rp. 500,000 - Rp. 999,999",Tidak sekolah,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
